1, none, minecraft:the_void, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
10022, none, regions_unexplored:poppy_fields, WATER_AMBIENT, aquaculture:bluegill, 3, 1, 6
10023, none, regions_unexplored:poppy_fields, WATER_AMBIENT, aquaculture:brown_trout, 3, 1, 3
10024, none, regions_unexplored:poppy_fields, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 2
10025, none, regions_unexplored:poppy_fields, WATER_AMBIENT, aquaculture:minnow, 3, 1, 3
10026, none, regions_unexplored:poppy_fields, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
10027, none, regions_unexplored:poppy_fields, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
10028, none, regions_unexplored:poppy_fields, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
10029, none, regions_unexplored:poppy_fields, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
10030, none, regions_unexplored:poppy_fields, WATER_AMBIENT, aquaculture:perch, 3, 1, 6
10031, none, regions_unexplored:poppy_fields, WATER_AMBIENT, aquaculture:carp, 3, 1, 3
10032, none, regions_unexplored:poppy_fields, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 2, 5
10033, none, regions_unexplored:poppy_fields, WATER_AMBIENT, aquaculture:smallmouth_bass, 3, 1, 3
10034, none, regions_unexplored:poppy_fields, rascals, friendsandfoes:rascal, 5, 1, 1
10035, plains, regions_unexplored:prairie, MONSTER, minecraft:spider, 70, 4, 4
10036, plains, regions_unexplored:prairie, MONSTER, minecraft:zombie, 70, 4, 4
10037, plains, regions_unexplored:prairie, MONSTER, minecraft:zombie_villager, 5, 1, 1
10038, plains, regions_unexplored:prairie, MONSTER, minecraft:skeleton, 70, 4, 4
10039, plains, regions_unexplored:prairie, MONSTER, minecraft:creeper, 70, 4, 4
10040, plains, regions_unexplored:prairie, MONSTER, minecraft:slime, 50, 4, 4
10041, plains, regions_unexplored:prairie, MONSTER, minecraft:enderman, 15, 1, 4
10042, plains, regions_unexplored:prairie, MONSTER, minecraft:witch, 5, 1, 1
10043, plains, regions_unexplored:prairie, MONSTER, rottencreatures:undead_miner, 25, 1, 4
10044, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:rancher, 30, 1, 2
10045, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
10046, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:supreme_bonescaller, 3, 1, 1
10047, plains, regions_unexplored:prairie, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
10048, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:invisiblebidy, 8, 1, 4
10049, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:thehorrors, 2, 1, 1
10050, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:mr_pumpkin, 2, 1, 3
10051, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:skeleton_thrasher, 8, 1, 1
10052, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:door_knight, 20, 1, 1
10053, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
10054, plains, regions_unexplored:prairie, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
10055, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
10056, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
10057, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:sucker, 7, 2, 3
10058, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
10059, plains, regions_unexplored:prairie, MONSTER, minecraft:illusioner, 15, 1, 1
10060, plains, regions_unexplored:prairie, MONSTER, majruszsdifficulty:tank, 3, 1, 1
10061, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:meature, 3, 1, 4
10062, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
10063, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
10064, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:spirit_guide, 20, 1, 1
10065, plains, regions_unexplored:prairie, MONSTER, quark:stoneling, 70, 1, 1
10066, plains, regions_unexplored:prairie, MONSTER, quark:toretoise, 40, 2, 4
10067, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:corpse_fly, 1, 1, 3
10068, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:thehunter, 6, 2, 4
10069, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:bomber, 7, 1, 2
10070, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:thegliter, 20, 2, 4
10071, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:nightmare_stalker, 4, 1, 1
10072, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:theswarmer, 8, 1, 1
10073, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:thebidy, 1, 3, 4
10074, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
10075, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:theheavy, 1, 1, 1
10076, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:thebeartamer, 8, 1, 1
10077, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
10078, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:gabble, 15, 1, 1
10079, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:thespitter, 7, 1, 1
10080, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:crawler, 35, 1, 1
10081, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:seared_spirit, 2, 1, 1
10082, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:thepregnant, 2, 1, 1
10083, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:thewolf, 4, 1, 2
10084, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:silverking, 30, 1, 1
10085, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
10086, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:petriman, 35, 1, 3
10087, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:spectre, 50, 1, 1
10088, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:invisiimmortal, 4, 4, 4
10089, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:the_moonflower, 2, 1, 1
10090, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:sprinter, 25, 1, 1
10091, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:dreadnought, 1, 1, 1
10092, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:equestrian, 15, 1, 1
10093, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:vampire, 13, 1, 1
10094, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:theordure, 4, 1, 1
10095, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:senior, 18, 1, 1
10096, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
10097, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:slugger, 20, 1, 1
10098, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
10099, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:tarantula, 40, 1, 1
10100, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:huntsmanskeleton, 40, 1, 2
10101, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
10102, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:slaveman, 1, 1, 1
10103, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:caster, 10, 1, 1
10104, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
10105, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
10106, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
10107, plains, regions_unexplored:prairie, MONSTER, alexsmobs:centipede_head, 8, 1, 1
10108, plains, regions_unexplored:prairie, MONSTER, alexsmobs:farseer, 30, 1, 1
10109, plains, regions_unexplored:prairie, MONSTER, alexsmobs:murmur, 5, 1, 1
10110, plains, regions_unexplored:prairie, MONSTER, undead_revamp2:thehorrorsdecoys, 3, 1, 2
10111, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:skeleton_demoman, 8, 1, 1
10112, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:wolfsbane, 15, 1, 1
10113, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
10114, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:phantom_creeper, 8, 1, 1
10115, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
10116, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:errant, 30, 1, 2
10117, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:zobgoblin, 25, 1, 3
10118, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
10119, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:gallant, 25, 1, 1
10120, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
10121, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:cockatrice, 15, 1, 1
10122, plains, regions_unexplored:prairie, MONSTER, enemyexpansion:goblin, 35, 1, 3
10123, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 6, 1, 1
10124, plains, regions_unexplored:prairie, CREATURE, minecraft:horse, 5, 2, 6
10125, plains, regions_unexplored:prairie, CREATURE, minecraft:donkey, 1, 1, 3
10126, plains, regions_unexplored:prairie, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
10127, plains, regions_unexplored:prairie, CREATURE, earthmobsmod:fancy_chicken, 6, 3, 6
10128, plains, regions_unexplored:prairie, CREATURE, earthmobsmod:duck, 8, 3, 6
10129, plains, regions_unexplored:prairie, CREATURE, earthmobsmod:albino_cow, 6, 3, 6
10130, plains, regions_unexplored:prairie, CREATURE, earthmobsmod:cream_cow, 6, 3, 6
10131, plains, regions_unexplored:prairie, CREATURE, earthmobsmod:teacup_pig, 5, 3, 6
10132, plains, regions_unexplored:prairie, CREATURE, earthmobsmod:hyper_rabbit, 5, 3, 4
10133, plains, regions_unexplored:prairie, CREATURE, earthmobsmod:jumbo_rabbit, 5, 3, 4
10134, plains, regions_unexplored:prairie, CREATURE, alexsmobs:raccoon, 10, 2, 4
10135, plains, regions_unexplored:prairie, CREATURE, alexsmobs:crow, 10, 3, 5
10136, plains, regions_unexplored:prairie, CREATURE, alexsmobs:bison, 9, 6, 10
10137, plains, regions_unexplored:prairie, AMBIENT, minecraft:bat, 5, 8, 8
10138, plains, regions_unexplored:prairie, AMBIENT, alexsmobs:fly, 3, 1, 1
10139, plains, regions_unexplored:prairie, AMBIENT, alexsmobs:cockroach, 4, 5, 5
10140, plains, regions_unexplored:prairie, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
10141, plains, regions_unexplored:prairie, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
10142, plains, regions_unexplored:prairie, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 3, 1, 1
10143, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:gar, 3, 1, 2
10144, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:bluegill, 3, 1, 6
10145, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:brown_trout, 3, 1, 3
10146, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 2
10147, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:minnow, 3, 1, 3
10148, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
10149, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
10150, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
10151, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
10152, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:perch, 3, 1, 6
10153, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:carp, 3, 1, 3
10154, plains, regions_unexplored:prairie, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 2, 5
10155, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:smallmouth_bass, 3, 1, 3
10156, plains, regions_unexplored:prairie, rascals, friendsandfoes:rascal, 5, 1, 1
10157, none, regions_unexplored:pumpkin_fields, MONSTER, minecraft:spider, 70, 4, 4
10158, none, regions_unexplored:pumpkin_fields, MONSTER, minecraft:zombie, 70, 4, 4
10159, none, regions_unexplored:pumpkin_fields, MONSTER, minecraft:zombie_villager, 5, 1, 1
10160, none, regions_unexplored:pumpkin_fields, MONSTER, minecraft:skeleton, 70, 4, 4
10161, none, regions_unexplored:pumpkin_fields, MONSTER, minecraft:creeper, 70, 4, 4
10162, none, regions_unexplored:pumpkin_fields, MONSTER, minecraft:slime, 50, 4, 4
10163, none, regions_unexplored:pumpkin_fields, MONSTER, minecraft:enderman, 15, 1, 4
10164, none, regions_unexplored:pumpkin_fields, MONSTER, minecraft:witch, 5, 1, 1
10165, none, regions_unexplored:pumpkin_fields, MONSTER, rottencreatures:undead_miner, 25, 1, 4
10166, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:rancher, 30, 1, 2
10167, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:frigid, 65, 1, 2
10168, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
10169, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:supreme_bonescaller, 3, 1, 1
10170, none, regions_unexplored:pumpkin_fields, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
10171, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:invisiblebidy, 8, 1, 4
10172, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thehorrors, 2, 1, 1
10173, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:mr_pumpkin, 2, 1, 3
10174, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:skeleton_thrasher, 8, 1, 1
10175, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:door_knight, 20, 1, 1
10176, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
10177, none, regions_unexplored:pumpkin_fields, MONSTER, earthmobsmod:stray_bone_spider, 10, 1, 1
10178, none, regions_unexplored:pumpkin_fields, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
10179, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
10180, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
10181, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:sucker, 7, 2, 3
10182, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
10183, none, regions_unexplored:pumpkin_fields, MONSTER, minecraft:illusioner, 15, 1, 1
10184, none, regions_unexplored:pumpkin_fields, MONSTER, majruszsdifficulty:tank, 3, 1, 1
10185, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:meature, 3, 1, 4
10186, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:restless_spirit, 17, 1, 1
10187, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
10188, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:spirit_guide, 20, 1, 1
10189, none, regions_unexplored:pumpkin_fields, MONSTER, quark:stoneling, 70, 1, 1
10190, none, regions_unexplored:pumpkin_fields, MONSTER, quark:toretoise, 40, 2, 4
10191, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:corpse_fly, 1, 1, 3
10192, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thehunter, 6, 2, 4
10193, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:bomber, 7, 1, 2
10194, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thegliter, 20, 2, 4
10195, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:nightmare_stalker, 4, 1, 1
10196, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:theswarmer, 8, 1, 1
10197, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thebidy, 1, 3, 4
10198, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
10199, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:ghoul, 25, 1, 1
10200, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:theheavy, 1, 1, 1
10201, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thebeartamer, 8, 1, 1
10202, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:baby_skeleton, 20, 1, 2
10203, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:gabble, 15, 1, 1
10204, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thespitter, 7, 1, 1
10205, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:crawler, 35, 1, 1
10206, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:seared_spirit, 2, 1, 1
10207, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thepregnant, 2, 1, 1
10208, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thewolf, 4, 1, 2
10209, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:silverking, 30, 1, 1
10210, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
10211, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:petriman, 35, 1, 3
10212, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:spectre, 50, 1, 1
10213, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:invisiimmortal, 4, 4, 4
10214, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:the_moonflower, 2, 1, 1
10215, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:sprinter, 25, 1, 1
10216, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:dreadnought, 1, 1, 1
10217, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:equestrian, 15, 1, 1
10218, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:vampire, 13, 1, 1
10219, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:theordure, 4, 1, 1
10220, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:senior, 18, 1, 1
10221, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
10222, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:slugger, 20, 1, 1
10223, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
10224, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:tarantula, 40, 1, 1
10225, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:huntsmanskeleton, 40, 1, 2
10226, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:shy_spirit, 11, 1, 1
10227, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:slaveman, 1, 1, 1
10228, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:caster, 10, 1, 1
10229, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
10230, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
10231, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
10232, none, regions_unexplored:pumpkin_fields, MONSTER, alexsmobs:centipede_head, 8, 1, 1
10233, none, regions_unexplored:pumpkin_fields, MONSTER, alexsmobs:farseer, 30, 1, 1
10234, none, regions_unexplored:pumpkin_fields, MONSTER, alexsmobs:murmur, 5, 1, 1
10235, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thehorrorsdecoys, 3, 1, 2
10236, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:skeleton_demoman, 8, 1, 1
10237, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:wolfsbane, 15, 1, 1
10238, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
10239, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:phantom_creeper, 8, 1, 1
10240, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
10241, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:errant, 30, 1, 2
10242, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:zobgoblin, 25, 1, 3
10243, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
10244, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:gallant, 25, 1, 1
10245, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
10246, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:cockatrice, 15, 1, 1
10247, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:goblin, 35, 1, 3
10248, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 6, 1, 1
10249, none, regions_unexplored:pumpkin_fields, CREATURE, minecraft:horse, 5, 2, 6
10250, none, regions_unexplored:pumpkin_fields, CREATURE, minecraft:donkey, 1, 1, 3
10251, none, regions_unexplored:pumpkin_fields, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
10252, none, regions_unexplored:pumpkin_fields, CREATURE, earthmobsmod:wooly_cow, 10, 3, 6
10253, none, regions_unexplored:pumpkin_fields, CREATURE, earthmobsmod:umbra_cow, 10, 3, 6
10254, none, regions_unexplored:pumpkin_fields, CREATURE, earthmobsmod:albino_cow, 6, 3, 6
10255, none, regions_unexplored:pumpkin_fields, CREATURE, earthmobsmod:cream_cow, 6, 3, 6
10256, none, regions_unexplored:pumpkin_fields, CREATURE, earthmobsmod:teacup_pig, 5, 3, 6
10257, none, regions_unexplored:pumpkin_fields, CREATURE, earthmobsmod:hyper_rabbit, 5, 3, 4
10258, none, regions_unexplored:pumpkin_fields, CREATURE, earthmobsmod:jumbo_rabbit, 5, 3, 4
10259, none, regions_unexplored:pumpkin_fields, CREATURE, enemyexpansion:boar, 15, 1, 3
10260, none, regions_unexplored:pumpkin_fields, CREATURE, alexsmobs:raccoon, 10, 2, 4
10261, none, regions_unexplored:pumpkin_fields, CREATURE, alexsmobs:crow, 10, 3, 5
10262, none, regions_unexplored:pumpkin_fields, CREATURE, alexsmobs:bison, 9, 6, 10
10263, none, regions_unexplored:pumpkin_fields, AMBIENT, minecraft:bat, 5, 8, 8
10264, none, regions_unexplored:pumpkin_fields, AMBIENT, alexsmobs:fly, 3, 1, 1
10265, none, regions_unexplored:pumpkin_fields, AMBIENT, alexsmobs:cockroach, 4, 5, 5
10266, none, regions_unexplored:pumpkin_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
10267, none, regions_unexplored:pumpkin_fields, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
10268, none, regions_unexplored:pumpkin_fields, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 3, 1, 1
10269, none, regions_unexplored:pumpkin_fields, WATER_AMBIENT, aquaculture:gar, 3, 1, 2
10270, none, regions_unexplored:pumpkin_fields, WATER_AMBIENT, aquaculture:bluegill, 3, 1, 6
10271, none, regions_unexplored:pumpkin_fields, WATER_AMBIENT, aquaculture:brown_trout, 3, 1, 3
10272, none, regions_unexplored:pumpkin_fields, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 2
10273, none, regions_unexplored:pumpkin_fields, WATER_AMBIENT, aquaculture:minnow, 3, 1, 3
10274, none, regions_unexplored:pumpkin_fields, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
10275, none, regions_unexplored:pumpkin_fields, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
10276, none, regions_unexplored:pumpkin_fields, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
10277, none, regions_unexplored:pumpkin_fields, WATER_AMBIENT, aquaculture:tuna, 1, 1, 1
10278, none, regions_unexplored:pumpkin_fields, WATER_AMBIENT, aquaculture:perch, 3, 1, 6
10279, none, regions_unexplored:pumpkin_fields, WATER_AMBIENT, aquaculture:carp, 3, 1, 3
10280, none, regions_unexplored:pumpkin_fields, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 2, 5
10281, none, regions_unexplored:pumpkin_fields, WATER_AMBIENT, aquaculture:smallmouth_bass, 3, 1, 3
10282, none, regions_unexplored:pumpkin_fields, rascals, friendsandfoes:rascal, 5, 1, 1
10283, none, regions_unexplored:shrubland, MONSTER, minecraft:spider, 70, 4, 4
10284, none, regions_unexplored:shrubland, MONSTER, minecraft:zombie, 70, 4, 4
10285, none, regions_unexplored:shrubland, MONSTER, minecraft:zombie_villager, 5, 1, 1
10286, none, regions_unexplored:shrubland, MONSTER, minecraft:skeleton, 70, 4, 4
10287, none, regions_unexplored:shrubland, MONSTER, minecraft:creeper, 70, 4, 4
10288, none, regions_unexplored:shrubland, MONSTER, minecraft:slime, 50, 4, 4
10289, none, regions_unexplored:shrubland, MONSTER, minecraft:enderman, 15, 1, 4
10290, none, regions_unexplored:shrubland, MONSTER, minecraft:witch, 5, 1, 1
10291, none, regions_unexplored:shrubland, MONSTER, rottencreatures:undead_miner, 25, 1, 4
10292, none, regions_unexplored:shrubland, MONSTER, enemyexpansion:rancher, 30, 1, 2
10293, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
10294, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:supreme_bonescaller, 3, 1, 1
10295, none, regions_unexplored:shrubland, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
10296, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:invisiblebidy, 8, 1, 4
10297, none, regions_unexplored:shrubland, MONSTER, undead_revamp2:thehorrors, 2, 1, 1
10298, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:mr_pumpkin, 2, 1, 3
10299, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:skeleton_thrasher, 8, 1, 1
10300, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:door_knight, 20, 1, 1
10301, none, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
