* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, none, deep_aether:aerglow_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
23544, plains, regions_unexplored:prairie, CREATURE, alexsmobs:crow, 10, 3, 5
23545, plains, regions_unexplored:prairie, CREATURE, alexsmobs:bison, 9, 6, 10
23546, plains, regions_unexplored:prairie, CREATURE, minecraft:pig, 40, 1, 2
23547, plains, regions_unexplored:prairie, CREATURE, terra_entity:bunny, 0, 1, 1
23548, plains, regions_unexplored:prairie, CREATURE, terra_entity:squirrel, 0, 1, 1
23549, plains, regions_unexplored:prairie, CREATURE, terra_entity:duck, 0, 1, 1
23550, plains, regions_unexplored:prairie, CREATURE, terra_entity:bird, 0, 1, 1
23551, plains, regions_unexplored:prairie, CREATURE, terra_entity:blue_jay, 0, 1, 1
23552, plains, regions_unexplored:prairie, CREATURE, terra_entity:cardinal, 0, 1, 1
23553, plains, regions_unexplored:prairie, CREATURE, minecraft:pig, 30, 1, 1
23554, plains, regions_unexplored:prairie, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
23555, plains, regions_unexplored:prairie, CREATURE, minecraft:pig, 15, 1, 1
23556, plains, regions_unexplored:prairie, AMBIENT, minecraft:bat, 10, 8, 8
23557, plains, regions_unexplored:prairie, AMBIENT, alexsmobs:fly, 1, 2, 3
23558, plains, regions_unexplored:prairie, AMBIENT, alexsmobs:cockroach, 4, 5, 5
23559, plains, regions_unexplored:prairie, AXOLOTLS, terra_entity:clothier, 0, 1, 1
23560, plains, regions_unexplored:prairie, AXOLOTLS, terra_entity:traveling_merchant, 0, 1, 1
23561, plains, regions_unexplored:prairie, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
23562, plains, regions_unexplored:prairie, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 0, 0, 0
23563, plains, regions_unexplored:prairie, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 0, 0, 0
23564, plains, regions_unexplored:prairie, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 2, 1, 1
23565, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:bluegill, 2, 1, 1
23566, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:brown_trout, 1, 1, 1
23567, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:carp, 1, 1, 1
23568, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
23569, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:gar, 1, 1, 1
23570, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:minnow, 1, 1, 1
23571, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:muskellunge, 1, 1, 1
23572, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:perch, 2, 1, 1
23573, plains, regions_unexplored:prairie, WATER_AMBIENT, aquaculture:smallmouth_bass, 1, 1, 1
23574, plains, regions_unexplored:prairie, rascals, friendsandfoes:rascal, 8, 1, 1
23575, none, regions_unexplored:prismachasm, MONSTER, minecraft:spider, 65, 3, 4
23576, none, regions_unexplored:prismachasm, MONSTER, minecraft:zombie, 65, 4, 4
23577, none, regions_unexplored:prismachasm, MONSTER, minecraft:zombie_villager, 5, 1, 1
23578, none, regions_unexplored:prismachasm, MONSTER, minecraft:skeleton, 65, 4, 4
23579, none, regions_unexplored:prismachasm, MONSTER, minecraft:creeper, 65, 4, 4
23580, none, regions_unexplored:prismachasm, MONSTER, minecraft:slime, 70, 4, 4
23581, none, regions_unexplored:prismachasm, MONSTER, minecraft:enderman, 5, 1, 4
23582, none, regions_unexplored:prismachasm, MONSTER, minecraft:witch, 5, 1, 1
23583, none, regions_unexplored:prismachasm, MONSTER, alexsmobs:centipede_head, 8, 1, 1
23584, none, regions_unexplored:prismachasm, MONSTER, alexsmobs:farseer, 30, 1, 1
23585, none, regions_unexplored:prismachasm, MONSTER, alexsmobs:murmur, 5, 1, 1
23586, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:baby_skeleton, 18, 1, 2
23587, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:baby_spider, 15, 3, 5
23588, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
23589, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:bigsucker, 0, 1, 3
23590, none, regions_unexplored:prismachasm, MONSTER, quark:stoneling, 60, 1, 1
23591, none, regions_unexplored:prismachasm, MONSTER, quark:toretoise, 65, 2, 4
23592, none, regions_unexplored:prismachasm, MONSTER, bypowderandsteel:blastersentry, 30, 2, 4
23593, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
23594, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:bomber, 7, 1, 2
23595, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
23596, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:corpse_fly, 0, 1, 3
23597, none, regions_unexplored:prismachasm, MONSTER, enemyexpansion:crawler, 0, 1, 1
23598, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
23599, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 2
23600, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:decrepit_skeleton, 30, 1, 2
23601, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
23602, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:door_knight, 25, 1, 1
23603, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:dread_hound, 17, 3, 5
23604, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 15, 1, 2
23605, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:invisiblebidy, 4, 1, 4
23606, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:invisiimmortal, 0, 0, 0
23607, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
23608, none, regions_unexplored:prismachasm, MONSTER, enemyexpansion:meature, 8, 1, 4
23609, none, regions_unexplored:prismachasm, MONSTER, luminous_monsters:miner_skeleton, 60, 1, 3
23610, none, regions_unexplored:prismachasm, MONSTER, luminous_monsters:miner_zombie, 60, 1, 3
23611, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
23612, none, regions_unexplored:prismachasm, MONSTER, terra_entity:harpy, 20, 1, 2
23613, none, regions_unexplored:prismachasm, MONSTER, terra_entity:big_helmet_anger_bones, 20, 1, 1
23614, none, regions_unexplored:prismachasm, MONSTER, terra_entity:big_muscle_anger_bones, 20, 1, 1
23615, none, regions_unexplored:prismachasm, MONSTER, terra_entity:big_bones, 40, 1, 2
23616, none, regions_unexplored:prismachasm, MONSTER, terra_entity:short_bones, 40, 1, 2
23617, none, regions_unexplored:prismachasm, MONSTER, terra_entity:anger_bones, 40, 1, 2
23618, none, regions_unexplored:prismachasm, MONSTER, terra_entity:big_anger_bones, 30, 1, 2
23619, none, regions_unexplored:prismachasm, MONSTER, terra_entity:cursed_skull, 15, 1, 1
23620, none, regions_unexplored:prismachasm, MONSTER, terra_entity:dark_caster, 20, 1, 1
23621, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
23622, none, regions_unexplored:prismachasm, MONSTER, mowziesmobs:grottol, 2, 1, 1
23623, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
23624, none, regions_unexplored:prismachasm, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
23625, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:neocrorines, 0, 1, 3
23626, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:nightmare_stalker, 0, 1, 1
23627, none, regions_unexplored:prismachasm, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
23628, none, regions_unexplored:prismachasm, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
23629, none, regions_unexplored:prismachasm, MONSTER, majruszsdifficulty:tank, 3, 1, 1
23630, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:phantom_creeper, 20, 1, 1
23631, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:restless_spirit, 25, 1, 1
23632, none, regions_unexplored:prismachasm, MONSTER, bypowderandsteel:sabersentry, 30, 2, 4
23633, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:siamese_skeletons, 20, 1, 2
23634, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 4, 1, 1
23635, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
23636, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
23637, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:slaveman, 0, 1, 1
23638, none, regions_unexplored:prismachasm, MONSTER, enemyexpansion:slugger, 20, 1, 1
23639, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
23640, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
23641, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:spiritof_chaos, 8, 1, 1
23642, none, regions_unexplored:prismachasm, MONSTER, enemyexpansion:sprinter, 25, 1, 1
23643, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:sucker, 0, 2, 3
23644, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:supreme_bonescaller, 8, 1, 1
23645, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
23646, none, regions_unexplored:prismachasm, MONSTER, enemyexpansion:tarantula, 30, 1, 1
23647, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:the_moonflower, 0, 4, 4
23648, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:thebeartamer, 0, 1, 1
23649, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:thebidy, 0, 3, 4
23650, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:thegliter, 0, 2, 4
23651, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:theheavy, 0, 1, 1
23652, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:thehorrors, 0, 1, 1
23653, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:thehorrorsdecoys, 0, 1, 2
23654, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:thehunter, 5, 2, 4
23655, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:theordure, 0, 1, 1
23656, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:thepregnant, 0, 1, 1
23657, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:therod, 0, 1, 2
23658, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:theskeeper, 10, 1, 1
23659, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
23660, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:thesomnolence, 0, 3, 8
23661, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:thespectre, 5, 1, 2
23662, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:thespitter, 0, 1, 1
23663, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:theswarmer, 0, 1, 1
23664, none, regions_unexplored:prismachasm, MONSTER, undead_revamp2:thewolf, 0, 1, 2
23665, none, regions_unexplored:prismachasm, MONSTER, enemyexpansion:vampire, 13, 1, 1
23666, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
23667, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
23668, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
23669, none, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
23670, none, regions_unexplored:prismachasm, CREATURE, tameablebeasts:tameable_penguin, 50, 7, 15
23671, none, regions_unexplored:prismachasm, CREATURE, minecraft:pig, 30, 1, 1
23672, none, regions_unexplored:prismachasm, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
23673, none, regions_unexplored:prismachasm, AMBIENT, minecraft:bat, 10, 8, 8
23674, none, regions_unexplored:prismachasm, AMBIENT, alexsmobs:fly, 1, 2, 3
23675, none, regions_unexplored:prismachasm, AMBIENT, alexsmobs:cockroach, 4, 5, 5
23676, none, regions_unexplored:prismachasm, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
23677, none, regions_unexplored:prismachasm, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 0, 0, 0
23678, none, regions_unexplored:prismachasm, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 0, 0, 0
23679, none, regions_unexplored:prismachasm, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 2, 1, 1
23680, none, regions_unexplored:prismachasm, WATER_AMBIENT, aquaculture:bluegill, 2, 1, 1
23681, none, regions_unexplored:prismachasm, WATER_AMBIENT, aquaculture:brown_trout, 1, 1, 1
23682, none, regions_unexplored:prismachasm, WATER_AMBIENT, aquaculture:carp, 1, 1, 1
23683, none, regions_unexplored:prismachasm, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
23684, none, regions_unexplored:prismachasm, WATER_AMBIENT, aquaculture:gar, 1, 1, 1
23685, none, regions_unexplored:prismachasm, WATER_AMBIENT, aquaculture:minnow, 1, 1, 1
23686, none, regions_unexplored:prismachasm, WATER_AMBIENT, aquaculture:muskellunge, 1, 1, 1
23687, none, regions_unexplored:prismachasm, WATER_AMBIENT, aquaculture:perch, 2, 1, 1
23688, none, regions_unexplored:prismachasm, WATER_AMBIENT, aquaculture:smallmouth_bass, 1, 1, 1
23689, none, regions_unexplored:pumpkin_fields, MONSTER, minecraft:spider, 65, 3, 4
23690, none, regions_unexplored:pumpkin_fields, MONSTER, minecraft:zombie, 65, 4, 4
23691, none, regions_unexplored:pumpkin_fields, MONSTER, minecraft:zombie_villager, 5, 1, 1
23692, none, regions_unexplored:pumpkin_fields, MONSTER, minecraft:skeleton, 65, 4, 4
23693, none, regions_unexplored:pumpkin_fields, MONSTER, minecraft:creeper, 65, 4, 4
23694, none, regions_unexplored:pumpkin_fields, MONSTER, minecraft:slime, 70, 4, 4
23695, none, regions_unexplored:pumpkin_fields, MONSTER, minecraft:enderman, 5, 1, 4
23696, none, regions_unexplored:pumpkin_fields, MONSTER, minecraft:witch, 5, 1, 1
23697, none, regions_unexplored:pumpkin_fields, MONSTER, alexsmobs:centipede_head, 8, 1, 1
23698, none, regions_unexplored:pumpkin_fields, MONSTER, alexsmobs:farseer, 30, 1, 1
23699, none, regions_unexplored:pumpkin_fields, MONSTER, alexsmobs:murmur, 5, 1, 1
23700, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:baby_skeleton, 18, 1, 2
23701, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:baby_spider, 15, 3, 5
23702, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
23703, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:bigsucker, 0, 1, 3
23704, none, regions_unexplored:pumpkin_fields, MONSTER, quark:stoneling, 60, 1, 1
23705, none, regions_unexplored:pumpkin_fields, MONSTER, quark:toretoise, 65, 2, 4
23706, none, regions_unexplored:pumpkin_fields, MONSTER, bypowderandsteel:blastersentry, 30, 2, 4
23707, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
23708, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:bomber, 7, 1, 2
23709, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
23710, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:corpse_fly, 0, 1, 3
23711, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:crawler, 0, 1, 1
23712, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:dark_vortex, 20, 1, 1
23713, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 2
23714, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:decrepit_skeleton, 30, 1, 2
23715, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
23716, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:direwolf, 25, 1, 4
23717, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:door_knight, 25, 1, 1
23718, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:dread_hound, 17, 3, 5
23719, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:equestrian, 15, 1, 1
23720, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 15, 1, 2
23721, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:faller, 0, 1, 2
23722, none, regions_unexplored:pumpkin_fields, MONSTER, luminous_monsters:glacial_skeleton, 70, 1, 3
23723, none, regions_unexplored:pumpkin_fields, MONSTER, luminous_monsters:glacial_zombie, 70, 1, 3
23724, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:goblin, 30, 1, 3
23725, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:invisiblebidy, 4, 1, 4
23726, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:invisiimmortal, 0, 0, 0
23727, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:lifestealer, 5, 1, 1
23728, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:meature, 8, 1, 4
23729, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:missioner, 5, 1, 1
23730, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:harpy, 20, 1, 2
23731, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:ice_bat, 40, 1, 2
23732, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:undead_viking, 30, 1, 2
23733, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:snow_flinx, 25, 1, 1
23734, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:ice_slime, 50, 1, 3
23735, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:black_slime, 25, 1, 3
23736, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:blue_slime, 50, 1, 3
23737, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:cave_bat, 40, 1, 2
23738, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:giant_shelly, 30, 1, 1
23739, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:giant_worm, 25, 1, 1
23740, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:green_dumpling_slime, 30, 1, 3
23741, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:green_slime, 50, 1, 3
23742, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:nymph, 5, 1, 1
23743, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:pink_slime, 5, 1, 1
23744, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:purple_slime, 50, 1, 3
23745, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:red_slime, 50, 1, 3
23746, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:yellow_slime, 50, 1, 3
23747, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:demon_eye, 50, 1, 2
23748, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:flying_fish, 38, 1, 2
23749, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:goblin_archer, 25, 1, 2
23750, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:goblin_peon, 20, 1, 2
23751, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:goblin_warrior, 25, 1, 2
23752, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:goblin_thief, 20, 1, 2
23753, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:goblin_scout, 20, 1, 1
23754, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:anger_goblin, 18, 1, 1
23755, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:goblin_sorcerer, 18, 1, 1
23756, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:big_helmet_anger_bones, 20, 1, 1
23757, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:big_muscle_anger_bones, 20, 1, 1
23758, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:big_bones, 40, 1, 2
23759, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:short_bones, 40, 1, 2
23760, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:anger_bones, 40, 1, 2
23761, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:big_anger_bones, 30, 1, 2
23762, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:cursed_skull, 15, 1, 1
23763, none, regions_unexplored:pumpkin_fields, MONSTER, terra_entity:dark_caster, 20, 1, 1
23764, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
23765, none, regions_unexplored:pumpkin_fields, MONSTER, mowziesmobs:grottol, 2, 1, 1
23766, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
23767, none, regions_unexplored:pumpkin_fields, MONSTER, irons_spellbooks:necromancer, 20, 1, 1
23768, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:neocrorines, 0, 1, 3
23769, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:nightmare_stalker, 0, 1, 1
23770, none, regions_unexplored:pumpkin_fields, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
23771, none, regions_unexplored:pumpkin_fields, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
23772, none, regions_unexplored:pumpkin_fields, MONSTER, majruszsdifficulty:tank, 3, 1, 1
23773, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:phantom_creeper, 20, 1, 1
23774, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:restless_spirit, 25, 1, 1
23775, none, regions_unexplored:pumpkin_fields, MONSTER, bypowderandsteel:sabersentry, 30, 2, 4
23776, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:siamese_skeletons, 20, 1, 2
23777, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 4, 1, 1
23778, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
23779, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
23780, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:slaveman, 0, 1, 1
23781, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:slugger, 20, 1, 1
23782, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 9, 2, 2
23783, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
23784, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:spiritof_chaos, 8, 1, 1
23785, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:sprinter, 25, 1, 1
23786, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:sucker, 0, 2, 3
23787, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:supreme_bonescaller, 8, 1, 1
23788, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
23789, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:tarantula, 30, 1, 1
23790, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:the_moonflower, 0, 4, 4
23791, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thebeartamer, 0, 1, 1
23792, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thebidy, 0, 3, 4
23793, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thegliter, 0, 2, 4
23794, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:theheavy, 0, 1, 1
23795, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thehorrors, 0, 1, 1
23796, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thehorrorsdecoys, 0, 1, 2
23797, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thehunter, 5, 2, 4
23798, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:theordure, 0, 1, 1
23799, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thepregnant, 0, 1, 1
23800, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:therod, 0, 1, 2
23801, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:theskeeper, 10, 1, 1
23802, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thesmoker, 10, 1, 2
23803, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thesomnolence, 0, 3, 8
23804, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thespectre, 5, 1, 2
23805, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thespitter, 0, 1, 1
23806, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:theswarmer, 0, 1, 1
23807, none, regions_unexplored:pumpkin_fields, MONSTER, undead_revamp2:thewolf, 0, 1, 2
23808, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:troll, 8, 1, 1
23809, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:vampflyer, 10, 1, 1
23810, none, regions_unexplored:pumpkin_fields, MONSTER, enemyexpansion:vampire, 13, 1, 1
23811, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:zombie_bruiser, 20, 1, 1
23812, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:zombie_clown, 20, 1, 1
23813, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
23814, none, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
23815, none, regions_unexplored:pumpkin_fields, CREATURE, minecraft:sheep, 12, 4, 4
23816, none, regions_unexplored:pumpkin_fields, CREATURE, minecraft:pig, 10, 4, 4
23817, none, regions_unexplored:pumpkin_fields, CREATURE, minecraft:chicken, 10, 4, 4
23818, none, regions_unexplored:pumpkin_fields, CREATURE, minecraft:cow, 10, 4, 4
23819, none, regions_unexplored:pumpkin_fields, CREATURE, minecraft:horse, 5, 2, 6
23820, none, regions_unexplored:pumpkin_fields, CREATURE, minecraft:donkey, 1, 1, 3
